episode,total_steps,ep_len,norm_ret,mean_loss,episode_status
442,348766,800,0.379451,0.419114,0
443,349566,800,0.288427,0.411128,0
444,350366,800,0.369522,0.407026,0
445,351166,800,0.480358,0.399475,0
446,351966,800,0.314171,0.400043,0
447,352766,800,0.517527,0.390301,0
448,353566,800,0.455472,0.381001,0
449,354366,800,0.428367,0.374329,0
450,355166,800,0.080554,0.372339,0
451,355966,800,0.032184,0.365404,0
452,356766,800,0.264934,0.357188,0
453,357566,800,0.478561,0.364533,0
454,358366,800,0.425641,0.368456,0
455,359166,800,0.398040,0.365105,0
456,359966,800,0.462638,0.361254,0
457,360766,800,0.391285,0.369400,0
458,361566,800,0.419566,0.357929,0
459,362366,800,0.340962,0.379417,0
460,363166,800,0.440335,0.369023,0
461,363966,800,0.393122,0.378945,0
462,364766,800,0.421482,0.376597,0
463,365566,800,0.528157,0.374810,0
464,366366,800,0.513477,0.385869,0
465,367166,800,0.495085,0.378729,0
466,367966,800,0.496872,0.369670,0
467,368766,800,0.448864,0.387098,0
468,369566,800,0.428008,0.387012,0
469,370366,800,0.473193,0.382708,0
470,371166,800,0.396342,0.390988,0
471,371966,800,0.430506,0.381792,0
472,372766,800,0.455989,0.389673,0
473,373566,800,0.522228,0.391402,0
474,374366,800,0.439853,0.398081,0
475,375166,800,0.513394,0.390277,0
476,375966,800,0.416136,0.388701,0
477,376766,800,0.443101,0.387861,0
478,377566,800,0.511942,0.395683,0
479,378366,800,0.466979,0.395935,0
480,379166,800,0.381257,0.393829,0
481,379966,800,0.520271,0.386943,0
482,380766,800,0.529057,0.392197,0
483,381566,800,0.500275,0.395825,0
484,382366,800,0.471558,0.387828,0
485,383166,800,0.526237,0.379275,0
486,383966,800,0.552843,0.380062,0
487,384766,800,0.445279,0.375127,0
488,385566,800,0.429589,0.380528,0
489,386366,800,0.407623,0.383587,0
490,387166,800,0.496203,0.391858,0
491,387966,800,0.474033,0.383325,0
492,388766,800,0.415744,0.385529,0
493,389566,800,0.336895,0.367704,0
494,390366,800,0.498546,0.373526,0
495,391166,800,0.458877,0.374832,0
496,391966,800,0.462450,0.359178,0
497,392766,800,0.385794,0.365432,0
498,393566,800,0.515575,0.378929,0
499,394366,800,0.419543,0.375185,0
500,395166,800,0.473805,0.379999,0
501,395966,800,0.382243,0.376929,0
502,396766,800,0.370873,0.386216,0
503,397566,800,0.403688,0.388485,0
504,398366,800,0.525150,0.382542,0
505,399166,800,0.432727,0.384513,0
506,399966,800,0.470144,0.378302,0
507,400766,800,0.523024,0.373306,0
508,401566,800,0.462931,0.383379,0
509,402366,800,0.497203,0.375161,0
510,403166,800,0.475179,0.376775,0
511,403966,800,0.457771,0.370626,0
512,404766,800,0.551271,0.365510,0
513,405566,800,0.238875,0.363219,0
514,406366,800,0.504630,0.345257,0
515,407166,800,0.505262,0.348111,0
516,407966,800,0.510319,0.336243,0
517,408766,800,0.485150,0.336315,0
518,409566,800,0.351334,0.334804,0
519,410366,800,0.495495,0.335840,0
520,411166,800,0.433948,0.344790,0
521,411966,800,0.467376,0.328830,0
522,412766,800,0.479919,0.330322,0
523,413566,800,0.450880,0.315956,0
524,414366,800,0.425302,0.334462,0
525,415166,800,0.417589,0.336449,0
526,415966,800,0.463016,0.315745,0
527,416766,800,0.534261,0.333229,0
528,417566,800,0.497946,0.330773,0
529,418366,800,0.380042,0.332031,0
530,419166,800,0.525723,0.329866,0
531,419966,800,0.504790,0.334054,0
532,420766,800,0.489973,0.335066,0
533,421566,800,0.521286,0.333701,0
534,421637,71,-0.569521,0.339991,1
535,422437,800,0.367701,0.344606,0
536,422505,68,-0.560818,0.332095,1
537,422614,109,-0.558335,0.347480,1
538,422803,189,-0.701975,0.380957,1
539,423603,800,0.297773,0.375165,0
540,423802,199,-0.738887,0.362199,1
541,424602,800,0.427667,0.371628,0
542,425402,800,0.203598,0.388274,0
543,426202,800,0.244324,0.386213,0
544,427002,800,0.302519,0.401955,0
545,427802,800,0.449706,0.397117,0
546,428602,800,0.519383,0.380595,0
547,429402,800,0.496277,0.371667,0
548,430202,800,0.503586,0.383607,0
549,431002,800,0.455386,0.384354,0
550,431802,800,0.482025,0.378021,0
551,432602,800,0.468899,0.395826,0
552,433402,800,0.473575,0.396000,0
553,434202,800,0.477786,0.392007,0
554,435002,800,0.420273,0.388066,0
555,435802,800,0.422966,0.375514,0
556,436602,800,0.477172,0.374633,0
557,437402,800,0.392827,0.391506,0
558,438202,800,0.397704,0.390457,0
559,439002,800,0.460587,0.381191,0
560,439802,800,0.509395,0.388724,0
561,440602,800,0.260233,0.395063,0
562,441402,800,0.506567,0.402669,0
563,442202,800,0.441689,0.396072,0
564,443002,800,0.502024,0.396755,0
565,443802,800,0.411406,0.393766,0
566,444602,800,0.437906,0.376819,0
567,445402,800,0.473147,0.396272,0
568,446202,800,0.529138,0.396540,0
569,447002,800,0.424102,0.391541,0
570,447802,800,0.515491,0.393910,0
571,448602,800,0.480364,0.388121,0
572,449402,800,0.503983,0.394406,0
573,450202,800,0.409318,0.390398,0
574,451002,800,0.490375,0.389375,0
575,451802,800,0.516420,0.377724,0
576,452602,800,0.460111,0.397579,0
577,453402,800,0.499815,0.391945,0
578,454202,800,0.512198,0.393243,0
579,455002,800,0.476080,0.393300,0
580,455802,800,0.372206,0.384218,0
581,456602,800,0.410882,0.385596,0
582,457402,800,0.435097,0.401834,0
583,458202,800,0.495182,0.396110,0
584,459002,800,0.466862,0.390351,0
585,459802,800,0.495611,0.398023,0
586,460602,800,0.437398,0.389445,0
587,461402,800,0.412184,0.389560,0
588,462202,800,0.414310,0.388009,0
589,463002,800,0.432911,0.401213,0
590,463802,800,0.380365,0.388927,0
591,464602,800,0.535209,0.391226,0
592,465402,800,0.490577,0.393215,0
593,466202,800,0.477734,0.394937,0
594,467002,800,0.478251,0.391629,0
595,467802,800,0.499096,0.396360,0
596,468602,800,0.531134,0.391872,0
597,469402,800,0.470002,0.384407,0
598,470202,800,0.451199,0.393704,0
599,471002,800,0.457511,0.390507,0
600,471802,800,0.536495,0.382254,0
601,472602,800,0.506751,0.368619,0
602,473402,800,0.430421,0.345856,0
603,474202,800,0.513025,0.334762,0
604,475002,800,0.469624,0.338415,0
605,475314,312,-0.739959,0.338224,1
606,476114,800,0.473280,0.342473,0
607,476914,800,0.501561,0.324928,0
608,477714,800,0.483004,0.324279,0
609,478514,800,0.514359,0.334409,0
610,479314,800,0.403520,0.328111,0
611,480114,800,0.526037,0.335791,0
612,480914,800,0.470953,0.330064,0
613,481714,800,0.465776,0.327480,0
614,482514,800,0.546586,0.332165,0
615,483314,800,0.464108,0.329605,0
616,484114,800,0.443050,0.333178,0
617,484914,800,0.534364,0.323613,0
618,485714,800,0.473477,0.328169,0
619,486514,800,0.526084,0.322771,0
620,487314,800,0.487877,0.327075,0
621,488114,800,0.494391,0.322699,0
622,488914,800,0.491154,0.315927,0
623,489714,800,0.422112,0.324771,0
624,490514,800,0.495907,0.322015,0
625,491314,800,0.427371,0.318906,0
626,492114,800,0.417022,0.325790,0
627,492914,800,0.296812,0.331110,0
628,493714,800,-0.274602,0.335600,0
629,494514,800,0.482702,0.325269,0
630,495314,800,0.467659,0.327044,0
631,496114,800,0.416352,0.328268,0
632,496914,800,0.433153,0.330815,0
633,497714,800,0.449333,0.326640,0
634,498514,800,0.517575,0.333029,0
635,499314,800,0.504546,0.326793,0
636,500114,800,0.459509,0.320768,0
